"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-10","1997","03","10","","0.6","","-6.1","E","-2.8","E","20.8","E","0.0","E","","M","","M","","M","","","","M","","M"
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-11","1997","03","11","","1.2","","-17.4","","-8.1","","26.1","","0.0","","","M","","M","0.0","","","","1","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-12","1997","03","12","","","M","-21.0","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-13","1997","03","13","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-14","1997","03","14","","-4.1","","","M","","M","","M","","M","","M","","M","15.9","E","","","","M","","M"
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-15","1997","03","15","","","M","-12.3","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-16","1997","03","16","","","M","","M","","M","","M","","M","","M","","M","","M","","","28","","43",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-17","1997","03","17","","1.5","","-12.3","","-5.4","","23.4","","0.0","","","M","","M","0.7","","","","34","","43",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-18","1997","03","18","","0.8","E","-20.6","E","-9.9","E","27.9","E","0.0","E","","M","","M","0.0","E","","","","M","","M"
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-19","1997","03","19","","","M","","M","","M","","M","","M","","M","","M","","M","","","25","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-20","1997","03","20","","1.7","","-12.7","","-5.5","","23.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-21","1997","03","21","","0.4","","-13.1","","-6.4","","24.4","","0.0","","","M","","M","10.6","","","","3","","33",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-22","1997","03","22","","0.7","","-25.1","","-12.2","","30.2","","0.0","","","M","","M","","M","","","1","","33",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-23","1997","03","23","","-2.6","","-30.8","","-16.7","","34.7","","0.0","","","M","","M","0.7","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-24","1997","03","24","","3.2","","-27.3","","-12.1","","30.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-25","1997","03","25","","1.1","E","-16.8","E","-7.9","E","25.9","E","0.0","E","","M","","M","","M","","","26","","41",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-26","1997","03","26","","2.4","","-1.3","","0.6","","17.4","","0.0","","","M","","M","0.0","","","","27","","48",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-27","1997","03","27","","12.5","","-4.1","","4.2","","13.8","","0.0","","","M","","M","0.0","","","","32","","50",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-28","1997","03","28","","14.8","","-6.1","","4.4","","13.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-29","1997","03","29","","7.9","","0.8","","4.4","","13.6","","0.0","","","M","","M","3.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-30","1997","03","30","","2.8","","-6.7","","-2.0","","20.0","","0.0","","","M","","M","2.8","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-03-31","1997","03","31","","2.8","","-7.0","","-2.1","","20.1","","0.0","","","M","","M","1.3","","","","2","","46",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-01","1997","04","01","","10.4","","-5.5","","2.5","","15.5","","0.0","","","M","","M","0.0","","","","35","","35",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-02","1997","04","02","","16.8","","-7.8","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-03","1997","04","03","","14.2","","-5.8","","4.2","","13.8","","0.0","","","M","","M","0.0","","","","24","","41",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-04","1997","04","04","","12.4","","-4.3","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-05","1997","04","05","","13.3","","-1.1","","6.1","","11.9","","0.0","","","M","","M","5.4","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-06","1997","04","06","","18.9","","2.7","","10.8","","7.2","","0.0","","","M","","M","3.9","","","","29","","52",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-07","1997","04","07","","2.7","","-6.4","","-1.9","","19.9","","0.0","","","M","","M","","M","","","23","","57",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-08","1997","04","08","","-4.3","","-12.7","","-8.5","","26.5","","0.0","","","M","","M","0.7","","","","28","","41",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-09","1997","04","09","","-1.6","","-15.0","","-8.3","","26.3","","0.0","","","M","","M","","M","","","32","","33",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-10","1997","04","10","","3.2","","-14.1","","-5.5","","23.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-11","1997","04","11","","4.8","","-7.2","","-1.2","","19.2","","0.0","","","M","","M","0.0","","","","28","","35",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-12","1997","04","12","","2.5","","-6.6","","-2.1","","20.1","","0.0","","","M","","M","8.2","","","","11","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-13","1997","04","13","","2.9","","-5.0","","-1.1","","19.1","","0.0","","","M","","M","2.0","","","","2","","35",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-14","1997","04","14","","6.1","","-10.2","","-2.1","","20.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-15","1997","04","15","","11.5","E","","M","","M","","M","","M","","M","","M","","M","","","20","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-16","1997","04","16","","12.7","","0.0","","6.4","","11.6","","0.0","","","M","","M","2.1","","","","20","","43",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-17","1997","04","17","","4.7","","-1.4","","1.7","","16.3","","0.0","","","M","","M","0.6","","","","33","","33",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-18","1997","04","18","","8.2","","-1.7","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","35","","37",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-19","1997","04","19","","2.8","","-2.3","","0.3","","17.7","","0.0","","","M","","M","7.2","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-20","1997","04","20","","13.5","","-4.3","","4.6","","13.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-21","1997","04","21","","15.2","","-5.0","","5.1","","12.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-22","1997","04","22","","14.5","","-3.3","","5.6","","12.4","","0.0","","","M","","M","0.0","","","","4","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-23","1997","04","23","","14.2","","-5.2","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-24","1997","04","24","","14.0","","-1.6","","6.2","","11.8","","0.0","","","M","","M","0.0","","","","7","","33",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-25","1997","04","25","","14.0","","-3.0","E","5.5","E","12.5","E","0.0","E","","M","","M","","M","","","3","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-26","1997","04","26","","15.2","","-3.7","E","5.8","E","12.2","E","0.0","E","","M","","M","","M","","","2","","33",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-27","1997","04","27","","15.9","","-5.2","","5.4","","12.6","","0.0","","","M","","M","3.2","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-28","1997","04","28","","8.4","","-3.0","","2.7","","15.3","","0.0","","","M","","M","8.9","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-29","1997","04","29","","17.1","","-4.2","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","25","","33",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-04-30","1997","04","30","","22.0","","1.7","","11.9","","6.1","","0.0","","","M","","M","3.3","","","","21","","37",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-01","1997","05","01","","14.7","","1.1","","7.9","","10.1","","0.0","","","M","","M","4.7","","","","21","","50",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-02","1997","05","02","","12.4","","-0.2","","6.1","","11.9","","0.0","","","M","","M","","M","","","32","","35",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-03","1997","05","03","","5.1","","-0.1","","2.5","","15.5","","0.0","","","M","","M","30.2","","","","34","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-04","1997","05","04","","10.9","","-2.9","","4.0","","14.0","","0.0","","","M","","M","0.0","","","","27","","39",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-05","1997","05","05","","15.4","","-3.6","","5.9","","12.1","","0.0","","","M","","M","15.0","","","","22","","57",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-06","1997","05","06","","8.4","","-0.7","","3.9","","14.1","","0.0","","","M","","M","3.5","","","","34","","41",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-07","1997","05","07","","10.2","","-4.3","","3.0","","15.0","","0.0","","","M","","M","0.0","","","","35","","48",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-08","1997","05","08","","16.1","","-6.0","","5.1","","12.9","","0.0","","","M","","M","","M","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-09","1997","05","09","","8.9","","3.9","","6.4","","11.6","","0.0","","","M","","M","2.2","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-10","1997","05","10","","10.9","","0.1","","5.5","","12.5","","0.0","","","M","","M","0.4","","","","33","","43",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-11","1997","05","11","","16.2","","-3.2","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","32","","43",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-12","1997","05","12","","13.5","","4.4","","9.0","","9.0","","0.0","","","M","","M","10.8","","","","27","","54",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-13","1997","05","13","","9.5","","-1.0","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-14","1997","05","14","","12.3","","-0.2","","6.1","","11.9","","0.0","","","M","","M","0.4","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-15","1997","05","15","","9.4","","4.3","E","6.9","E","11.1","E","0.0","E","","M","","M","20.6","","","","22","","54",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-16","1997","05","16","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","28","","43",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-17","1997","05","17","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","31","","33",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-18","1997","05","18","","","M","","M","","M","","M","","M","","M","","M","0.4","","","","20","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-19","1997","05","19","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","26","","43",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-20","1997","05","20","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","32","","41",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-21","1997","05","21","","","M","","M","","M","","M","","M","","M","","M","1.0","","","","30","","46",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-22","1997","05","22","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","33","","41",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-23","1997","05","23","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-24","1997","05","24","","","M","","M","","M","","M","","M","","M","","M","2.6","","","","30","","35",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-25","1997","05","25","","","M","","M","","M","","M","","M","","M","","M","0.2","","","","3","","44",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-26","1997","05","26","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","3","","43",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-27","1997","05","27","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","3","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-28","1997","05","28","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","21","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-29","1997","05","29","","","M","","M","","M","","M","","M","","M","","M","","M","","","19","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-30","1997","05","30","","","M","","M","","M","","M","","M","","M","","M","5.2","","","","19","","33",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-05-31","1997","05","31","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-06-01","1997","06","01","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-06-02","1997","06","02","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","5","","37",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-06-03","1997","06","03","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","4","","32",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-06-04","1997","06","04","","","M","","M","","M","","M","","M","","M","","M","0.6","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-06-05","1997","06","05","","","M","","M","","M","","M","","M","","M","","M","1.2","","","","35","","44",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-06-06","1997","06","06","","","M","","M","","M","","M","","M","","M","","M","0.4","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-06-07","1997","06","07","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-06-08","1997","06","08","","","M","","M","","M","","M","","M","","M","","M","0.4","","","","2","","41",""
"-77.88","45.07","BANCROFT AUTO","616I001","1997-06-09","1997","06","09","","","M","","M","","M","","M","","M","","M","","M","0.0","","","","","","<31",""
